article_url	source_text	target_text	subset	pair_id
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	The Louisiana Republican can afford to lose only two defections on a party-line vote.	The Republican leadership from Louisiana is restricted to a maximum of two dissenting votes to ensure the passage of measures during party-line divisions.	training	CNN_0017
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	That margin will soon be even lower: House Democrats elected another member from Texas — Christian Menefee — in a special election over the weekend.	The aforementioned legislative margin is subject to further reduction following the election of Christian Menefee to the House of Representatives in a special electoral contest held over the weekend.	training	CNN_0018
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	Once Menefee is sworn in, Johnson can afford only a single defection.	Subsequent to the inauguration of Representative-elect Menefee, the threshold for permissible dissent within the Speakers caucus will be reduced to a single vote.	training	CNN_0019
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	Top House Democrats, for their part, have communicated to Johnson they are not inclined to help him advance the deal that Trump made with Senate Democrats.	Leadership within the House Democratic caucus has formally communicated to the Speaker their intention to withhold support for the legislative advancement of the agreement reached between the Executive Branch and Senate Democrats.	training	CNN_0020
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	House Minority Leader Hakeem Jeffries told Johnson during a call Saturday that Democrats won’t help Republicans pass the bill if they attempted to fast-track the measure Monday, according to two sources familiar with the call.		training	CNN_0021
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	After that move, Republican leaders decided not to attempt that fast-tracked process and will instead proceed through regular order — which will require near-unanimity within the House GOP to advance the bill.		training	CNN_0022
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	A key step in that process will take place Monday, when the House Rules Committee meets to tee up a critical procedural vote that allows Johnson to bring the package to the floor.		training	CNN_0023
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	That committee vote is not guaranteed to pass, as the panel includes hardline conservatives like Reps.		training	CNN_0024
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	Chip Roy of Texas and Ralph Norman of South Carolina.		training	CNN_0025
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	Neither member returned CNN’s requests for comment over the weekend.		training	CNN_0026
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	Dozens of House Democrats have already declared they would oppose the deal, including Texas Rep.		training	CNN_0027
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	Greg Casar, who leads the Congressional Progressive Caucus.		training	CNN_0028
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	“My Progressive Caucus colleagues and I have been clear: not another cent to ICE until we stop the chaos and the lawlessness.		training	CNN_0029
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	If this comes to the House, I’m voting no,” Casar wrote on X on Friday.		training	CNN_0030
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	However, on a private caucus call Sunday evening, some Democrats voiced support for the government funding deal, according to three sources familiar with the call.		training	CNN_0031
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	Steny Hoyer and Jim Clyburn, senior lawmakers who previously served in leadership, said on the call that they support the package, one of the sources told CNN.		training	CNN_0032
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	Another source on the call said the caucus was not totally united on how to vote on the underlying bill.		training	CNN_0033
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	It’s not unusual, however, for some Democrats to vote against these funding bills while appropriators often back them.		training	CNN_0034
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	If the Republicans can overcome the rule hurdle, the source expected there would be enough Democratic votes to pass the spending bill.		training	CNN_0035
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	Once Congress votes to reopen the government, lawmakers will confront a far more complex problem.		training	CNN_0036
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	Both parties must come to a deal on how to rein in federal immigration enforcement officers, or face the prospect of another DHS shutdown in February.		training	CNN_0037
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	Already, a key sticking point in negotiations is emerging: the use of administrative versus judicial warrants.		training	CNN_0038
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	An administrative warrant is issued by a government agency, in this case by DHS, and is common practice in immigration enforcement.		training	CNN_0039
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	A judicial warrant is a court order signed by a judge or magistrate and is typically used in criminal investigation for search, seizure and arrest.		training	CNN_0040
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	Democrats are calling for the adoption of judicial warrants in immigration enforcement — a condition Republicans say is a nonstarter.		training	CNN_0041
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	“Ain’t going to happen,” Sen.		training	CNN_0042
https://edition.cnn.com/2026/02/02/politics/government-shutdown-house-vote	Lindsey Graham of South Carolina said Sunday on Fox News.		training	CNN_0043
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	The Kennedy Center for the Performing Arts will close for roughly two years to allow for extensive renovations, President Donald Trump said Sunday, a move that comes as the nation’s preeminent arts institution contends with a flood of cancellations.		training	CNN_0044
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	Trump has made reshaping the Washington institution a priority in his second term, and in December his handpicked board of trustees added his name to the building, leading to a wave of artists pulling out of performances.		training	CNN_0045
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	Trump said on social media that he determined the closure, slated for July 4, “will produce a much faster and higher quality result” as he seeks to rebuild the complex.		training	CNN_0046
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	Trump said the move is pending approval by the center’s board, which last year elected him chair.		training	CNN_0047
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	“This important decision, based on input from many Highly Respected Experts, will take a tired, broken, and dilapidated Center, one that has been in bad condition, both financially and structurally for many years, and turn it into a World Class Bastion of Arts, Music, and Entertainment, far better than it has ever been before,” he said, adding that financing is “fully in place.” Trump did not elaborate on how the project will be financed or how much it will cost.		training	CNN_0048
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	CNN has reached out to the Kennedy Center and the White House for additional details.		training	CNN_0049
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	The announcement has been criticized by several members of the Kennedy family, including Joe Kennedy III, a former Democratic congressman and grandson of Robert F. Kennedy, who posted on X: “President Kennedy would remind us that it is not buildings that define the greatness of a nation.		training	CNN_0050
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	It is the actions of its people and its leaders.” Maria Shriver, President John F. Kennedy’s niece, also wrote on X a satirical translation of Trump’s announcement, suggesting the closure was motivated by entertainers canceling their performances following the rebranding of the center.		training	CNN_0051
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	The growing artist boycott was becoming untenable, a source familiar with the matter said.		training	CNN_0052
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	Kevin Couch, who served briefly as the center’s vice president of programming, was frustrated because he was struggling to attract well-known artists, that source said.		training	CNN_0053
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	Couch departed just days after his appointment was announced.		training	CNN_0054
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	Staff at the Kennedy Center found out about the two-year renovation plan via the president’s social media post, a source familiar with the matter told CNN on Sunday.		training	CNN_0055
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	There had been talk within the organization of a temporary closure at the end of the fiscal year — nominally for “renovations” but also to stem the financial bleed affecting the institution amid the backlash from artists.		training	CNN_0056
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	Philip Glass withdraws his ‘Lincoln’ symphony from the Kennedy Center, citing conflicting values Since Trump’s name was added to the complex, award-winning composer Philip Glass withdrew the June world premiere of his symphony based on Abraham Lincoln and the Washington National Opera cut ties with the center.		training	CNN_0057
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	Even before the center was rebranded in December, Trump’s aggressive push to reshape the institution had prompted some artists to pull out of performances.		training	CNN_0058
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	After Trump’s board elected him chair in February, artists including Issa Rae, Renée Fleming, Shonda Rhimes and Ben Folds resigned from their leadership roles or canceled events at the space.		training	CNN_0059
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	And Jeffrey Seller, producer of the hit musical “Hamilton,” canceled the show’s planned run.		training	CNN_0060
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	Trump has claimed the complex, which hosts major events such as the Kennedy Center Honors, is in “tremendous disrepair” and “not going to be woke” as he seeks to extend his changes to what’s onstage too.		training	CNN_0061
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	CNN previously reported that the president’s changes haven’t sat well with former employees, who have described political pressure and a fundamental shift in values — all of which they claim are also hurting its finances.		training	CNN_0062
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	Trump’s “One Big, Beautiful Bill” included $257 million for “necessary expenses for capital repair, restoration, maintenance backlog, and security structures.” Trump has since touted restoration of the exterior marble, the interior chairs and “fully” renovated stages, which he said last summer would be complete within a year.		training	CNN_0063
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	See Trump’s plans for remaking DC’s footprint Even amid early renovations, the venue has served as a vehicle for Trump to elevate work that aligns with his artistic preferences.		training	CNN_0064
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	He hosted the Kennedy Center Honors in December, doling out awards to Sylvester Stallone, the rock band KISS and Gloria Gaynor.		training	CNN_0065
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	And last week, the center hosted the premiere of first lady Melania Trump’s documentary.		training	CNN_0066
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	The Kennedy Center, which opened in 1971 in Washington, DC, was designated as a memorial to President John F. Kennedy following his assassination in 1964.		training	CNN_0067
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	It typically puts on more than 2,000 performances in a typical year, according to its website.		training	CNN_0068
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	Trump’s efforts to leave his aesthetic stamp on Washington have extended beyond the Kennedy Center.		training	CNN_0069
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	He paved over the White House Rose Garden to create a Mar-a-Lago-esque patio, demolished the East Wing to make way for a massive ballroom, and sought to paint an ornate office building housing his staff a bright white, even as preservationists warned it could permanently damage the structure.		training	CNN_0070
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	He’s also announced plans for a giant triumphal arch to commemorate the country’s 250th anniversary.		training	CNN_0071
https://edition.cnn.com/2026/02/01/politics/kennedy-center-trump-close	This story has been updated with additional information.		training	CNN_0072
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	Deputy Attorney General Todd Blanche defended the Justice Department’s actions on multiple fronts Sunday, signaling that no new charges will be brought in the Jeffrey Epstein investigation, downplaying Director of National Intelligence Tulsi Gabbard’s involvement in a probe into alleged voter fraud in Georgia, and defending the decision to arrest former CNN anchor Don Lemon.		training	CNN_0073
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	Blanche, in an interview on CNN’s “State of the Union,” emphasized that the Justice Department is handling the Epstein files, the Georgia 2020 election probe, and the Lemon case through established legal channels, pushing back against claims of political bias or irregularity.		training	CNN_0074
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	Blanche said the DOJ is not considering bringing any additional charges related to Epstein, after releasing millions of pages of documents tied to the convicted sex offender.		training	CNN_0075
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	“I can’t talk about any investigations, but I will say the following, which is that in July, the Department of Justice said that we had reviewed the files, the Epstein files, and there was nothing in there that allowed us to prosecute anybody,” Blanche told CNN’s Dana Bash.		training	CNN_0076
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	“The entire world can look at and see if we got it wrong.” Blanche acknowledged the materials contain disturbing content, including correspondence, emails and photographs, but stressed they do not meet the threshold for prosecution.		training	CNN_0077
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	“There’s a lot of horrible photographs that appear to be taken by Mr. Epstein or people around him, but that doesn’t allow us necessarily to prosecute somebody,” Blanche said.		training	CNN_0078
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	The deputy attorney general also sought to temper the focus on President Donald Trump, who is mentioned more than 1,000 times in the documents.		training	CNN_0079
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	“It’s about a ton of people … that were quoted in the Epstein files,” he told CNN.		training	CNN_0080
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	Trump has denied any wrongdoing and hasn’t been charged with any crime related to Epstein.		training	CNN_0081
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	Blanche noted that many of the allegations involving Trump came from anonymous tips or unverifiable sources.		training	CNN_0082
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	“It turns out, there was a number of claims made by either … anonymous people or somebody, for example, calling and saying, ‘I used to have a roommate who told me this sensational story.’ So just, you know, obviously that’s not something that can be really investigated, right?		training	CNN_0083
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	‘What’s your roommate’s name?		training	CNN_0084
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	I don’t remember,’ So that’s what that’s about.” Blanche also addressed questions surrounding Gabbard’s presence during an FBI search of the Fulton County elections office in Georgia last week, saying he didn’t know why she was there.		training	CNN_0085
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	The search was related to an effort by the Justice Department to seize voting data and search for alleged fraud in the county, which has long been a centerpiece of Trump’s baseless claims that the 2020 election was stolen from him.		training	CNN_0086
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	“I don’t know why the director was there.		training	CNN_0087
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	She is not part of the grand jury investigation,” Blanche said.		training	CNN_0088
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	“But she is, for sure, a key part of our efforts at election integrity and making sure that we have free and fair elections,” he said.		training	CNN_0089
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	He emphasized that the investigation is being run by the FBI and cautioned against overstating Gabbard’s role.		training	CNN_0090
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	CNN has reported that the move appears to provide an opportunity for Gabbard to curry favor with Trump by supporting his false but unrelenting claims about the 2020 election.		training	CNN_0091
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	Trump on Thursday night praised Gabbard for “working very hard to try to keep the election safe” when asked by CNN why she was present during the search.		training	CNN_0092
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	The director of national intelligence oversees all foreign intelligence collection.		training	CNN_0093
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	Their traditional role in US elections is to protect them from foreign interference.		training	CNN_0094
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	Blanche defended the Justice Department’s decision to bring charges against Lemon, countering criticism that the case amounts to criminalizing journalistic activity.		training	CNN_0095
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	Lemon and another independent journalist were arrested last week in connection with a protest at a church in St. Paul, Minnesota.		training	CNN_0096
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	“There was absolutely probable cause that a crime had been committed,” Blanche said.		training	CNN_0097
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	“Our system doesn’t allow judges to make that decision … but only a grand jury can bring forth an indictment, and so that’s what we did.” When asked whether Lemon’s actions could be seen as protected by the First Amendment, Blanche pointed to allegations that extend beyond ordinary journalistic activity.		training	CNN_0098
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	“There are multiple allegations there, and guess what?		training	CNN_0099
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	He gets to have a lawyer, and he gets to have a defense.		training	CNN_0100
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	If he wants to go forward with the defense at ‘Aw, shucks, I was just a journalist,’ he can do that.” He also rejected the notion that the case was politically motivated.		training	CNN_0101
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	“I don’t even know that the president’s even ever thought of Don Lemon.		training	CNN_0102
https://edition.cnn.com/2026/02/01/politics/blanche-epstein-gabbard-lemon	… We’re not making examples of people.” Trump said Saturday he had no knowledge of Lemon’s arrest while launching personal attacks against the longtime journalist, calling him “a sleaze bag.”		training	CNN_0103
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	An investment firm tied to the United Arab Emirates acquired nearly half of the Trump family’s cryptocurrency company, a $500 million stake, four days before President Donald Trump’s second inauguration, according to a report Sunday by The Wall Street Journal.		training	CNN_0104
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	The deal, signed by the president’s son Eric Trump, gave the Emirati-backed firm a 49% stake in World Liberty Financial, the Trump-linked crypto venture co-founded by family members of the president and Steve Witkoff, his top envoy to the Middle East, The Journal reported.		training	CNN_0105
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	The business partnership between the Trumps and Emirati-linked investors raises fresh questions about the president’s potential conflicts of interest.		training	CNN_0106
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	The Journal cited sources and company documents that showed the buyers — lieutenants of Sheikh Tahnoon bin Zayed Al Nahyan, a United Arab Emirates royal, the country’s national security adviser and manager of its largest wealth fund — paid up front, with $187 million going to Trump family entities and at least $31 million going to Witkoff family entities.		training	CNN_0107
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	The White House sought to tamp down any concerns over conflicts.		training	CNN_0108
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	“President Trump only acts in the best interests of the American public – which is why they overwhelmingly re-elected him to this office, despite years of lies and false accusations against him and his businesses from the fake news media.		training	CNN_0109
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	President Trump’s assets are in a trust managed by his children.		training	CNN_0110
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	There are no conflicts of interest,” White House spokesperson Anna Kelly said in a statement Sunday.		training	CNN_0111
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	Witkoff, like all Administration officials, takes seriously his compliance with the government ethics rules.		training	CNN_0112
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	As Special Envoy for Peace Missions, he has not and does not participate in any official matters that could impact his financial interests.		training	CNN_0113
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	He has also divested from World Liberty Financial, notwithstanding his ability and willingness to recuse,” White House counsel David Warrington told CNN in a statement.		training	CNN_0114
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	CNN has reached out to the United Arab Emirates Embassy for comment.		training	CNN_0115
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	A spokesperson for World Liberty Financial confirmed the investment to CNN on Sunday, stressing that neither Trump nor Witkoff was involved in the transaction.		training	CNN_0116
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	“Neither President Trump nor Steve Witkoff had any involvement whatsoever in this transaction and have had no involvement in World Liberty Financial since taking office,” the spokesperson, David Wachsman, told CNN in a statement.		training	CNN_0117
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	As part of the agreement, two senior officers at companies backed by Sheikh Tahnoon joined World Liberty’s board after he pressed the US for access to advanced artificial intelligence chips, according to The Journal, an allegation Wachsman flatly denied to CNN.		training	CNN_0118
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	“Any claim that this deal had anything to do with the Administration’s actions on chips is 100% false,” Wachsman said in a statement to CNN.		training	CNN_0119
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	“The leftwing media is dishonestly pushing baseless innuendo in an effort to deceive the public and smear our company.		training	CNN_0120
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	As a private business, we operate by the same rules and regulations as any other company in our space, do not want or receive any special treatment, and reject the fact-free suggestions to the contrary.” Wachsman said the decision was driven purely by business considerations.		training	CNN_0121
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	“We made the deal in question because we strongly believe that it was what was best for our company as we continue to grow,” he said, adding that “the idea that, when raising capital, a privately-held American company should be held to some unique standard that no other similar company would be held is both ridiculous and un-American.” Still, the transaction is unprecedented in modern US politics, involving a foreign government-linked official taking a significant ownership stake in a company tied to the family of a sitting president.		training	CNN_0122
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	“We are proud to report that since this investment took place, our company has grown materially,” the World Liberty spokesperson said, adding the firm “today would be valued well in excess of the original investment level and would be ranked among the fastest-growing fintech platforms globally.” World Liberty Financial recently began trading a new governance token, WLFI.		training	CNN_0123
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	While Trump and Witkoff are now listed as “emeritus” co-founders, their sons continue to market the company around the world, even as the president pushes to make the United States the “crypto capital of the planet.” Deputy Attorney General Todd Blanche argued that similar arrangements occurred under previous administrations.		training	CNN_0124
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	“President Trump has been completely transparent when his family travels for business reasons.		training	CNN_0125
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	They don’t do so in secret.		training	CNN_0126
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	We don’t learn about it when we find a laptop a few years later.		training	CNN_0127
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	We learn about it when it’s happening, and so there’s nothing unprecedented about the Trump Organization going out and trying to make investments that basically all will come back to the American people and jobs in this country,” Blanche said on ABC’s “This Week.” That defense stood in sharp contrast to the reaction from Democratic officials and former members of past administrations, who accused the Trump family of blurring the line between public office and private gain.		training	CNN_0128
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	Richard Stengel, who served as undersecretary of state for public diplomacy and public affairs during the Obama administration, labeled the agreement corrupt in a social media post.		training	CNN_0129
https://edition.cnn.com/2026/02/01/politics/trump-family-crypto-world-liberty-financial-uae	“The level of corruption is mind boggling, shameless, and unprecedented.		training	CNN_0130
